epoch,train_loss,val_loss,val_accuracy,macro_precision,macro_recall,macro_f1
1,0.04576227257386725,0.1359213016969359,0.9995058067704472,0.7138833796780873,0.7142857142857143,0.7140844039833854
2,0.006615990198139623,0.11041059866044614,0.9997529033852236,0.8569227382786705,0.8571428571428571,0.8570327128538385
3,0.011845609609594807,0.1102754593901284,0.9997529033852236,0.8569227382786705,0.8571428571428571,0.8570327128538385
4,0.012383427342189423,0.10469158139813885,0.9997529033852236,0.8569227382786705,0.8571428571428571,0.8570327128538385
5,0.003713815007470038,0.1242146136324644,0.9997529033852236,0.8569227382786705,0.8571428571428571,0.8570327128538385
6,0.0021727205600064296,0.14985067351978001,0.9995058067704472,0.7138833796780873,0.7142857142857143,0.7140844039833854
7,0.002968692402850301,0.14872811208098177,0.9997529033852236,0.8569227382786705,0.8571428571428571,0.8570327128538385
